Student,Timezone,Grade,Subject1,Other,Evaluation1,Subject2,Other2,Evaluation2,Subject3,Other3,Evaluation3,SAT,ACT,Availability,Platform
773,PT,3rd Grade,Math (up to Algebra),,1,English Writing,,2,,,,,,Wednesdays,"Zoom, Facetime"
774,ET,10th Grade,French,,2,,,,,,,,,"Mondays, Tuesdays, Wednesdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts, Skype"
775,CT,9th Grade,Geometry,,3,Spanish,,2,ACT Math,,2,,"Math, Reading","Mondays, Wednesdays, Fridays, Saturdays","Zoom, Facetime, Google Hangouts"
776,CT,3rd Grade,Math (up to Algebra),,2,English Reading,,3,English Writing,,3,,,"Tuesdays, Thursdays",Zoom
777,ET,9th Grade,Math (up to Algebra),,1,History,,1,English Reading,,1,"Math, Reading",,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime"
778,ET,8th Grade,Math (up to Algebra),,1,English Writing,,1,History,,1,,,Saturdays,"Zoom, Google Hangouts"
779,ET,6th Grade,English Writing,,1,English Reading,,1,Math (up to Algebra),,1,,,Saturdays,"Zoom, Google Hangouts"
780,ET,8th Grade,Math (up to Algebra),,4,English Writing,,4,,,,,,"Tuesdays, Thursdays",Zoom
781,ET,4th Grade,Math (up to Algebra),,3,History,,3,English Writing,,3,,,"Tuesdays, Thursdays",Zoom
782,ET,8th Grade,Math (up to Algebra),,1,Spanish,,1,History,,1,,,"Tuesdays, Saturdays",Zoom
783,CT,3rd Grade,English Reading,,2,Math (up to Algebra),,3,,,,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts"
784,CT,6th Grade,Math (up to Algebra),,1,English Reading,,2,English Writing,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays","Zoom, Google Hangouts"
785,CT,3rd Grade,English Reading,,1,Math (up to Algebra),,1,English Writing,,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays","Zoom, Google Hangouts"
786,CT,3rd Grade,English Reading,,1,Math (up to Algebra),,1,English Writing,,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Google Hangouts"
787,CT,4th Grade,English Reading,,2,Math (up to Algebra),,3,English Writing,,2,,,"Wednesdays, Thursdays, Fridays",Zoom
788,CT,1st Grade,English Reading,,1,English Writing,,2,Math (up to Algebra),,2,,,"Wednesdays, Thursdays, Fridays",Zoom
789,ET,6th Grade,Other,Science,2,Other,Social Studies,2,,,,,,"Mondays, Tuesdays",Zoom
790,ET,8th Grade,English Reading,,1,English Writing,,1,,,,,,"Tuesdays, Thursdays","Zoom, Google Hangouts"
791,CT,3rd Grade,Math (up to Algebra),,1,English Reading,,1,English Writing,,1,,,"Tuesdays, Thursdays","Zoom, Google Hangouts"
792,CT,3rd Grade,English Reading,,2,English Writing,,2,Math (up to Algebra),,3,,,"Tuesdays, Thursdays","Zoom, Facetime"
793,CT,1st Grade,English Reading,,3,English Writing,,3,Math (up to Algebra),,3,,,"Tuesdays, Thursdays","Zoom, Facetime"
794,CT,3rd Grade,Math (up to Algebra),,3,English Writing,,3,English Reading,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays",Zoom
795,CT,7th Grade,Math (up to Algebra),,1,English Reading,,1,English Writing,,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays",Zoom
796,CT,10th Grade,Geometry,,2,Chemistry,,2,History,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays",Zoom
797,CT,3rd Grade,English Reading,,1,Math (up to Algebra),,1,English Writing,,1,,,"Tuesdays, Wednesdays, Thursdays","Zoom, Google Hangouts"
798,CT,1st Grade,English Reading,,1,Math (up to Algebra),,1,English Writing,,1,,,"Tuesdays, Wednesdays, Thursdays","Zoom, Google Hangouts"
799,ET,6th Grade,Math (up to Algebra),,2,Other,Social Studies,2,Other,Science,3,,,"Tuesdays, Thursdays","Zoom, Facetime"
800,ET,10th Grade,History,,4,Biology,,4,English Writing,,4,,,"Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts"
801,ET,8th Grade,Other,Science,3,Other,ELA,2,Other,Social studies,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
802,CT,4th Grade,English Reading,,2,English Writing,,2,Math (up to Algebra),,3,,,"Tuesdays, Thursdays","Zoom, Facetime, Skype"
803,ET,8th Grade,Other,Science,3,History,,2,Math (up to Algebra),,3,,,"Tuesdays, Thursdays","Zoom, Facetime"
804,MT,3rd Grade,English Reading,,3,English Writing,,2,,,,,,"Mondays, Tuesdays, Wednesdays, Fridays",Zoom
805,MT,8th Grade,Spanish,,2,English Reading,,2,English Writing,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
806,MT,6th Grade,Math (up to Algebra),,3,English Writing,,2,English Reading,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
807,CT,7th Grade,English Writing,,1,Math (up to Algebra),,1,English Reading,,1,,,"Wednesdays, Thursdays, Saturdays","Zoom, Facetime"
808,CT,Kindergarten,English Reading,,1,English Writing,,1,,,,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Facetime"
809,PT,9th Grade,Physics,,2,Math (up to Algebra),,2,French,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays","Zoom, Facetime, Google Hangouts"
810,PT,11th Grade,SAT,,4,,,,,,,"Math, Reading, Writing",Math,"Fridays, Saturdays",Zoom
811,PT,10th Grade,English Writing,,1,Spanish,,2,Math (up to Algebra),,3,"Math, Reading, Writing",English,"Tuesdays, Fridays","Zoom, Facetime"
812,CT,4th Grade,English Reading,,4,English Writing,,4,Math (up to Algebra),,4,,,"Tuesdays, Thursdays","Zoom, Facetime, Google Hangouts"
813,PT,11th Grade,History,,3,English Writing,,3,Biology,,2,"Math, Reading, Writing","English, Math, Reading","Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays",Zoom
814,PT,9th Grade,Other,Business,2,English Writing,,3,,,,,,"Mondays, Wednesdays, Thursdays, Saturdays, Sundays","Zoom, Facetime"
815,PT,10th Grade,English Reading,,1,History,,2,Math (up to Algebra),,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts, Skype"
816,PT,7th Grade,English Writing,,3,Math (up to Algebra),,3,History,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts, Skype"
817,ET,7th Grade,English Writing,,1,Other,Science,1,Math (up to Algebra),,3,,,"Mondays, Wednesdays, Saturdays, Sundays","Zoom, Facetime"
818,ET,10th Grade,Physics,,1,Geometry,,1,English Writing,,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime"
819,ET,7th Grade,Math (up to Algebra),,3,English Writing,,3,ACT Science,,3,,"English, Math, Reading, Science","Mondays, Tuesdays, Wednesdays, Thursdays","Zoom, Google Hangouts"
820,PT,8th Grade,Math (up to Algebra),,2,English Writing,,2,English Reading,,3,,,"Tuesdays, Wednesdays, Thursdays","Zoom, Google Hangouts"
821,ET,12th Grade,English Writing,,2,English Reading,,2,,,,,,"Fridays, Saturdays",Zoom
822,ET,7th Grade,Geometry,,2,Computer Science,,2,Math (up to Algebra),,2,,,"Saturdays, Sundays",Zoom
823,ET,7th Grade,Math (up to Algebra),,4,,,,,,,,,"Mondays, Wednesdays",Zoom
824,ET,7th Grade,Math (up to Algebra),,3,Other,Science,2,Other,Humanities,2,,,Fridays,"Zoom, Facetime, Google Hangouts"
825,ET,11th Grade,SAT,,3,,,,,,,"Math, Writing",,"Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts, Skype"
826,ET,10th Grade,SAT,,1,Computer Science,,3,Chemistry,,4,"Math, Reading, Writing",,"Fridays, Saturdays, Sundays",Zoom
827,ET,12th Grade,English Writing,,2,English Reading,,3,Chinese,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Skype"
828,ET,7th Grade,Spanish,,3,English Writing,,3,Other,Social Studies,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays","Zoom, Google Hangouts"
829,ET,7th Grade,Math (up to Algebra),,3,English Writing,,4,English Reading,,5,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts"
830,ET,7th Grade,Math (up to Algebra),,2,,,,,,,,,"Tuesdays, Wednesdays","Zoom, Facetime"
831,CT,5th Grade,English Reading,,4,English Writing,,4,Spanish,,3,,,Wednesdays,Zoom
832,CT,10th Grade,English Writing,,2,English Reading,,2,Geometry,,3,Math,"English, Math","Mondays, Wednesdays","Zoom, Facetime, Google Hangouts"
833,ET,5th Grade,Math (up to Algebra),,2,English Reading,,3,Chemistry,,1,,,"Mondays, Tuesdays",Google Hangouts
834,CT,12th Grade,English Reading,,4,English Writing,,4,Math (up to Algebra),,4,,,"Saturdays, Sundays","Zoom, Facetime, Google Hangouts, Skype"
835,ET,1st Grade,Math (up to Algebra),,2,English Reading,,3,English Writing,,1,,,"Mondays, Tuesdays",Google Hangouts
836,ET,7th Grade,Math (up to Algebra),,3,English Reading,,3,History,,1,,,Fridays,Google Hangouts
837,ET,11th Grade,SAT,,1,ACT English,,1,College Applications,,1,"Math, Reading, Writing","English, Math, Reading, Science","Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Facetime, Google Hangouts"
838,ET,7th Grade,Math (up to Algebra),,1,English Writing,,3,Other,Science,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Google Hangouts"
839,ET,5th Grade,English Writing,,3,Math (up to Algebra),,4,Other,SSAT/ISEE,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Google Hangouts"
840,ET,11th Grade,SAT,,3,ACT Math,,3,,,3,"Math, Reading, Writing","English, Math, Reading, Science","Mondays, Tuesdays","Zoom, Facetime"
841,ET,11th Grade,SAT,,2,Math (up to Algebra),,3,Calculus,,1,"Math, Reading, Writing","English, Math, Reading, Science","Wednesdays, Thursdays, Fridays","Zoom, Facetime, Google Hangouts"
842,PT,10th Grade,Math (up to Algebra),,3,,,,,,,,,"Tuesdays, Thursdays, Saturdays","Zoom, Google Hangouts"
843,ET,2nd Grade,English Reading,,1,Math (up to Algebra),,1,,,,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Google Hangouts"
844,ET,6th Grade,Math (up to Algebra),,3,English Writing,,2,English Reading,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Google Hangouts"
845,ET,3rd Grade,English Reading,,2,English Writing,,2,Math (up to Algebra),,4,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
846,ET,9th Grade,SAT,,3,English Writing,,2,Physics,,3,"Math, Reading, Writing",,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
847,ET,6th Grade,Math (up to Algebra),,3,English Writing,,4,Spanish,,2,,,"Mondays, Tuesdays, Fridays, Saturdays, Sundays",Zoom
848,ET,3rd Grade,English Writing,,1,English Reading,,3,Other,Geography,3,,,"Mondays, Tuesdays, Fridays, Saturdays, Sundays",Zoom
849,MT,4th Grade,Math (up to Algebra),Math,3,English Writing,,3,,,,,,"Mondays, Tuesdays, Fridays",Zoom
850,ET,12th Grade,Calculus,,4,English Reading,,3,English Writing,,3,,,"Mondays, Fridays",Zoom
851,ET,8th Grade,Math (up to Algebra),,3,Other,Science,3,English Reading,,3,,,"Mondays, Tuesdays, Fridays",Zoom
852,ET,6th Grade,Math (up to Algebra),,4,English Reading,,4,Other,Science,4,,,"Mondays, Tuesdays, Wednesdays, Thursdays",Zoom
853,ET,3rd Grade,Math (up to Algebra),,4,English Writing,,4,English Reading,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
854,ET,9th Grade,Math (up to Algebra),,4,Other,Music or Robotics,4,English Writing,,4,,,"Saturdays, Sundays",Zoom
855,ET,8th Grade,Geometry,,4,English Writing,,4,,,,,,"Saturdays, Sundays",Zoom
856,ET,6th Grade,Math (up to Algebra),,4,English Writing,,,,,,,,"Saturdays, Sundays",Zoom
857,ET,10th Grade,English Reading,,3,English Writing,,3,Computer Science,,2,,,"Saturdays, Sundays",Google Hangouts
858,ET,8th Grade,English Writing,,1,English Reading,,1,Math (up to Algebra),,1,,,"Saturdays, Sundays",Google Hangouts
859,ET,4th Grade,English Writing,,3,Math (up to Algebra),,3,English Reading,,3,,,"Mondays, Wednesdays, Fridays","Zoom, Google Hangouts"
860,ET,2nd Grade,English Writing,,3,Math (up to Algebra),,3,English Reading,,3,,,"Mondays, Wednesdays, Fridays","Zoom, Google Hangouts"
861,ET,1st Grade,English Reading,,2,English Writing,,2,Math (up to Algebra),,2,,,"Mondays, Wednesdays, Fridays","Zoom, Google Hangouts"
862,CT,8th Grade,English Reading,,1,,,,,,,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Google Hangouts"
863,ET,5th Grade,English Reading,,2,English Writing,,2,Math (up to Algebra),,3,,,"Wednesdays, Thursdays, Fridays","Zoom, Facetime, Google Hangouts, Skype"
864,ET,2nd Grade,English Writing,,2,Math (up to Algebra),,3,English Writing,,2,,,"Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Facetime, Google Hangouts, Skype"
865,ET,Kindergarten,English Reading,,2,English Writing,,2,Math (up to Algebra),,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Facetime, Google Hangouts, Skype"
866,MT,11th Grade,Math (up to Algebra),,2,Biology,,1,,,,,,"Mondays, Wednesdays, Thursdays","Zoom, Facetime, Microsoft teams"
867,ET,10th Grade,Chemistry,,3,SAT Math,,3,French,,4,"Math, Reading, Writing",,"Wednesdays, Thursdays",Zoom
868,ET,1st Grade,English Reading,,3,English Writing,,2,Math (up to Algebra),,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays",Zoom
869,ET,9th Grade,Math (up to Algebra),,3,Biology,,3,English Writing,,3,,,"Thursdays, Saturdays",Zoom
870,ET,1st Grade,Math (up to Algebra),,3,English Reading,,3,English Writing,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays",Zoom
871,ET,7th Grade,English Writing,,2,Math (up to Algebra),,3,Biology,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Google Hangouts"
872,ET,12th Grade,Calculus,,1,,,,,,,,,"Mondays, Thursdays, Sundays","Zoom, Discord"
873,ET,3rd Grade,Math (up to Algebra),,3,English Reading,,3,English Writing,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays",Zoom
874,ET,1st Grade,Math (up to Algebra),,3,English Writing,,3,English Reading,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays",Zoom
875,ET,9th Grade,Geometry,,1,French,,1,English Writing,,3,,,"Mondays, Wednesdays, Saturdays","Zoom, Facetime"
876,ET,3rd Grade,Math (up to Algebra),,2,,,,,,,,,"Mondays, Tuesdays, Saturdays, Sundays","Zoom, Facetime"
877,ET,Kindergarten,English Reading,,2,English Writing,,2,Math (up to Algebra),,3,,,"Mondays, Tuesdays","Zoom, Facetime, Google Hangouts, Skype"
878,ET,5th Grade,English Writing,,3,Math (up to Algebra),,3,,,,,,"Wednesdays, Thursdays","Zoom, Facetime, Google Hangouts, Skype"
879,ET,8th Grade,Math (up to Algebra),,3,SAT Math,,3,,,3,,,"Fridays, Wednesday & Thursday","Zoom, Facetime, Google Hangouts, Skype"
880,ET,7th Grade,Math (up to Algebra),,3,English Reading,,3,History,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Google Hangouts"
881,PT,4th Grade,English Reading,,1,,,,,,,,,"Wednesdays, Saturdays",Zoom
882,MT,3rd Grade,English Reading,,1,Math (up to Algebra),,1,English Writing,,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts"
883,ET,6th Grade,Math (up to Algebra),,3,Spanish,,2,Computer Science,,3,,,"Mondays, Tuesdays, Saturdays, Sundays","Zoom, Google Hangouts"
884,ET,5th Grade,French,,2,,,,,,,,,"Saturdays, Sundays","Zoom, Google Hangouts"
885,ET,2nd Grade,Math (up to Algebra),,4,,,,,,,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Google Hangouts"
886,CT,4th Grade,English Reading,,3,Math (up to Algebra),,1,English Writing,,1,,,"Mondays, Fridays, Sundays","Zoom, Facetime"
887,ET,11th Grade,Biology,,1,Calculus,,1,History,,1,,,"Mondays, Wednesdays, Thursdays, Saturdays","Zoom, Facetime, Google Hangouts"
888,ET,11th Grade,SAT,,3,,,,,,,Math,,"Tuesdays, Thursdays","Zoom, Google Hangouts"
889,ET,12th Grade,Chemistry,,3,,,,,,,,,Tuesdays,Zoom
890,ET,3rd Grade,Math (up to Algebra),,3,,,,,,,,,"Mondays, Thursdays, Fridays, Sundays","Zoom, Google Hangouts"
891,CT,4th Grade,English Reading,,3,English Writing,,3,Math (up to Algebra),,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Facetime"
892,CT,4th Grade,Math (up to Algebra),,2,English Reading,,2,French,,1,,,"Tuesdays, Thursdays","Zoom, Facetime"
893,PT,3rd Grade,Math (up to Algebra),,1,English Writing,,2,,,,,,Wednesdays,"Zoom, Facetime"
894,ET,10th Grade,French,,2,,,,,,,,,"Mondays, Tuesdays, Wednesdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts, Skype"
895,CT,9th Grade,Geometry,,3,Spanish,,2,ACT Math,,2,,"Math, Reading","Mondays, Wednesdays, Fridays, Saturdays","Zoom, Facetime, Google Hangouts"
896,CT,3rd Grade,Math (up to Algebra),,2,English Reading,,3,English Writing,,3,,,"Tuesdays, Thursdays",Zoom
897,ET,9th Grade,Math (up to Algebra),,1,History,,1,English Reading,,1,"Math, Reading",,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime"
898,ET,8th Grade,Math (up to Algebra),,1,English Writing,,1,History,,1,,,Saturdays,"Zoom, Google Hangouts"
899,ET,6th Grade,English Writing,,1,English Reading,,1,Math (up to Algebra),,1,,,Saturdays,"Zoom, Google Hangouts"
900,ET,8th Grade,Math (up to Algebra),,4,English Writing,,4,,,,,,"Tuesdays, Thursdays",Zoom
901,ET,4th Grade,Math (up to Algebra),,3,History,,3,English Writing,,3,,,"Tuesdays, Thursdays",Zoom
902,ET,8th Grade,Math (up to Algebra),,1,Spanish,,1,History,,1,,,"Tuesdays, Saturdays",Zoom
903,CT,3rd Grade,English Reading,,2,Math (up to Algebra),,3,,,,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts"
904,CT,6th Grade,Math (up to Algebra),,1,English Reading,,2,English Writing,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays","Zoom, Google Hangouts"
905,CT,3rd Grade,English Reading,,1,Math (up to Algebra),,1,English Writing,,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays","Zoom, Google Hangouts"
906,CT,3rd Grade,English Reading,,1,Math (up to Algebra),,1,English Writing,,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Google Hangouts"
907,CT,4th Grade,English Reading,,2,Math (up to Algebra),,3,English Writing,,2,,,"Wednesdays, Thursdays, Fridays",Zoom
908,CT,1st Grade,English Reading,,1,English Writing,,2,Math (up to Algebra),,2,,,"Wednesdays, Thursdays, Fridays",Zoom
909,ET,6th Grade,Other,Science,2,Other,Social Studies,2,,,,,,"Mondays, Tuesdays",Zoom
910,ET,8th Grade,English Reading,,1,English Writing,,1,,,,,,"Tuesdays, Thursdays","Zoom, Google Hangouts"
911,CT,3rd Grade,Math (up to Algebra),,1,English Reading,,1,English Writing,,1,,,"Tuesdays, Thursdays","Zoom, Google Hangouts"
912,CT,3rd Grade,English Reading,,2,English Writing,,2,Math (up to Algebra),,3,,,"Tuesdays, Thursdays","Zoom, Facetime"
913,CT,1st Grade,English Reading,,3,English Writing,,3,Math (up to Algebra),,3,,,"Tuesdays, Thursdays","Zoom, Facetime"
914,CT,3rd Grade,Math (up to Algebra),,3,English Writing,,3,English Reading,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays",Zoom
915,CT,7th Grade,Math (up to Algebra),,1,English Reading,,1,English Writing,,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays",Zoom
916,CT,10th Grade,Geometry,,2,Chemistry,,2,History,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays",Zoom
917,CT,3rd Grade,English Reading,,1,Math (up to Algebra),,1,English Writing,,1,,,"Tuesdays, Wednesdays, Thursdays","Zoom, Google Hangouts"
918,CT,1st Grade,English Reading,,1,Math (up to Algebra),,1,English Writing,,1,,,"Tuesdays, Wednesdays, Thursdays","Zoom, Google Hangouts"
919,ET,6th Grade,Math (up to Algebra),,2,Other,Social Studies,2,Other,Science,3,,,"Tuesdays, Thursdays","Zoom, Facetime"
920,ET,10th Grade,History,,4,Biology,,4,English Writing,,4,,,"Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts"
921,ET,8th Grade,Other,Science,3,Other,ELA,2,Other,Social studies,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
922,CT,4th Grade,English Reading,,2,English Writing,,2,Math (up to Algebra),,3,,,"Tuesdays, Thursdays","Zoom, Facetime, Skype"
923,ET,8th Grade,Other,Science,3,History,,2,Math (up to Algebra),,3,,,"Tuesdays, Thursdays","Zoom, Facetime"
924,MT,3rd Grade,English Reading,,3,English Writing,,2,,,,,,"Mondays, Tuesdays, Wednesdays, Fridays",Zoom
925,MT,8th Grade,Spanish,,2,English Reading,,2,English Writing,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
926,MT,6th Grade,Math (up to Algebra),,3,English Writing,,2,English Reading,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
927,CT,7th Grade,English Writing,,1,Math (up to Algebra),,1,English Reading,,1,,,"Wednesdays, Thursdays, Saturdays","Zoom, Facetime"
928,CT,Kindergarten,English Reading,,1,English Writing,,1,,,,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Facetime"
929,PT,9th Grade,Physics,,2,Math (up to Algebra),,2,French,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays","Zoom, Facetime, Google Hangouts"
930,PT,11th Grade,SAT,,4,,,,,,,"Math, Reading, Writing",Math,"Fridays, Saturdays",Zoom
